Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,edge_source,edge_target,Route_Type_Atlantic,Route_Type_Commodity,Route_Type_Intra-Asia,Route_Type_Pacific,Route_Type_Suez,Transportation_Mode_Air,Transportation_Mode_Sea,Product_Category_Auto Parts,Product_Category_Consumer Electronics,Product_Category_Perishable Foods,Product_Category_Pharmaceuticals,Product_Category_Raw Materials,Product_Category_Semiconductors,Product_Category_Textiles,Delivery_Status_Late,Delivery_Status_On Time,Disruption_Event_Geopolitical Conflict (Route Diversion),Disruption_Event_Port Congestion,Disruption_Event_Severe Weather (Typhoon/Storm),Mitigation_Action_Taken_Expedited Air Freight,Mitigation_Action_Taken_Re-routing,Mitigation_Action_Taken_Standard Shipping
24,26,34,8,0.15,7.8,3.45,13089.31,9485,82,142,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
18,19,24,5,0.56,8.9,5.77,5655.31,6042,131,198,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
24,26,38,12,0.34,2.4,3.83,4927.98,4597,68,136,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
12,13,17,4,0.55,7.3,3.71,4883.12,5728,123,193,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,19,21,2,0.73,8.0,2.48,8875.59,9328,136,152,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,4,5,1,0.42,7.8,5.22,27048.76,2099,31,98,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
7,9,13,4,0.27,4.0,1.44,3969.57,5683,9,94,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2,4,8,4,0.57,1.1,2.54,102113.62,7167,98,123,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
3,5,15,10,0.9,9.5,2.62,114665.76,4572,31,98,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12,15,18,3,0.71,7.1,3.62,6397.28,6802,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,21,21,0,0.7,6.4,4.72,3005.09,3214,131,198,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
3,5,13,8,0.33,7.0,2.71,61007.09,3475,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7,10,14,4,0.59,9.8,3.67,1775.24,2030,83,120,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28,29,43,14,0.75,3.6,4.24,10985.79,7847,49,95,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
24,26,42,16,0.19,3.1,3.62,2857.44,2001,76,135,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
18,20,22,2,0.45,6.9,3.55,4270.62,5355,136,152,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,10,13,3,0.46,2.6,2.48,5529.31,6312,38,94,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
24,25,40,15,0.47,8.3,3.24,3806.72,3237,35,65,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
18,19,23,4,0.29,4.7,3.04,5882.46,8291,69,144,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
2,3,11,8,0.32,7.0,4.36,100503.81,8390,83,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,25,39,14,0.87,7.6,3.43,204.94,137,2,64,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
28,31,43,12,0.55,3.3,4.13,6048.72,3252,104,128,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
7,10,12,2,0.64,8.8,3.09,4188.89,4644,38,94,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
4,7,11,4,0.58,0.6,4.89,65225.84,4549,83,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
28,29,38,9,0.38,8.9,4.77,8425.73,7632,61,148,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
28,30,43,13,0.52,4.0,3.22,10542.72,8670,104,128,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
24,27,40,13,0.88,2.5,1.83,11809.41,7852,68,136,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
18,19,24,5,0.69,0.4,2.7,6392.26,6304,69,144,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
24,25,37,12,0.37,9.6,6.09,5958.96,5437,82,142,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
35,37,39,2,0.61,7.7,2.11,3038.14,3431,136,158,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,20,23,3,0.84,7.9,1.85,7339.39,6648,136,152,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4,7,10,3,0.73,4.1,3.88,7143.38,455,83,120,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
35,38,39,1,0.56,2.2,3.44,3156.58,3679,19,84,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,26,38,12,0.48,9.8,4.47,1611.42,1361,68,136,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
4,7,9,2,0.61,5.0,3.36,79628.59,5450,38,94,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
28,29,45,16,0.4,9.7,4.18,11239.2,6690,52,73,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7,9,9,0,0.29,4.5,5.64,6918.7,6501,120,194,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
12,13,18,5,0.62,6.4,4.01,1234.04,1385,37,104,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,25,39,14,0.42,4.2,4.91,14673.14,8611,76,135,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
24,27,41,14,0.75,4.4,5.58,2764.99,1975,13,66,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
35,36,42,6,0.85,9.2,2.55,8033.17,7895,115,194,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,27,35,8,0.7,2.4,3.09,8682.24,6384,90,142,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2,4,7,3,0.63,2.0,2.88,119447.43,8075,31,98,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
18,21,23,2,0.69,6.3,6.65,9112.82,9804,136,152,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,5,18,13,0.2,3.0,5.28,150717.6,9515,36,81,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7,9,14,5,0.31,4.5,5.07,1041.46,1325,30,92,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
18,19,27,8,0.45,6.2,3.35,725.58,834,136,152,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2,5,5,0,0.66,2.7,2.6,72595.83,4819,98,123,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
18,19,23,4,0.57,6.4,3.64,10153.82,7186,136,152,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
24,27,37,10,0.8,3.8,4.39,149.76,104,89,135,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24,27,34,7,0.21,4.9,2.57,3311.52,3421,2,64,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
24,26,43,17,0.58,9.7,3.79,10687.12,8455,16,65,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
7,9,11,2,0.9,0.8,4.01,1574.34,1381,10,92,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
12,15,17,2,0.64,5.6,2.01,7134.82,7910,37,104,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
24,26,44,18,0.23,5.1,5.12,7479.38,7601,145,191,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
24,26,43,17,0.56,0.9,2.47,10762.75,8624,35,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24,26,36,10,0.83,6.0,1.68,8034.43,5488,76,135,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
7,8,17,9,0.58,2.4,5.31,3750.29,3956,10,92,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
28,31,47,16,0.59,8.8,2.79,9369.55,7366,133,186,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
18,19,22,3,0.77,4.4,2.23,1865.23,1916,69,144,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
18,20,26,6,0.16,0.3,4.89,3816.86,5484,136,152,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
18,19,24,5,0.22,4.6,1.03,1337.97,1994,131,198,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
18,21,21,0,0.44,2.7,2.51,1373.33,1734,69,144,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
12,15,16,1,0.57,8.3,3.12,3996.28,4628,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
3,5,17,12,0.22,3.2,1.83,14107.1,876,98,123,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
7,8,12,4,0.79,3.2,1.59,4892.48,3313,38,94,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
2,5,7,2,0.43,2.7,1.9,82652.1,6369,31,98,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2,3,5,2,0.66,9.2,2.54,142781.33,9478,83,120,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,4,13,9,0.17,8.9,4.44,52169.83,3378,8,86,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
28,29,40,11,0.43,3.6,1.86,4803.65,4199,54,101,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
18,19,22,3,0.4,3.7,7.13,6151.53,7989,136,152,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,6,21,15,0.74,8.6,3.79,9026.42,393,98,123,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
12,15,20,5,0.41,3.4,3.85,3789.09,4886,37,104,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,21,24,3,0.41,0.8,3.88,5380.56,6360,131,198,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
24,26,35,9,0.45,5.3,4.23,1405.92,1212,16,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
35,37,43,6,0.15,4.9,3.36,5264.93,8324,115,194,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
3,4,15,11,0.69,1.6,3.61,185959.49,8336,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
28,30,47,17,0.13,7.7,2.91,2309.71,2555,52,73,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
24,26,34,8,0.14,2.5,3.62,8094.46,5917,35,65,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
24,25,44,19,0.23,5.9,3.95,5417.9,5506,31,65,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
2,5,10,5,0.2,7.8,3.18,38182.32,3214,98,123,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
35,38,41,3,0.27,3.8,4.89,4173.53,5975,115,194,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
7,8,11,3,0.13,3.1,3.63,4991.89,8032,9,94,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
2,5,7,2,0.78,1.4,2.0,35990.0,2228,98,123,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
7,8,16,8,0.68,1.5,1.63,4443.26,4408,30,92,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
24,26,43,17,0.31,4.3,3.92,8950.98,8541,89,135,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
35,36,40,4,0.84,0.3,3.88,7851.1,7758,12,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
28,31,37,6,0.37,3.0,4.24,10784.64,9840,92,128,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
28,29,46,17,0.87,7.1,3.39,5099.86,3409,14,73,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
12,15,18,3,0.17,9.9,6.49,3499.99,5439,37,104,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
12,14,16,2,0.53,2.7,4.61,2452.97,2915,37,104,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
28,31,43,12,0.32,8.3,1.11,3123.65,2958,61,148,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
12,13,18,5,0.37,5.6,3.6,191.39,254,37,104,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
28,30,41,11,0.52,4.2,2.53,9428.86,7754,49,95,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
35,36,40,4,0.22,5.1,2.73,458.29,683,12,90,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
28,30,45,15,0.62,2.3,3.81,12764.3,9849,52,73,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
35,37,42,5,0.25,4.0,3.66,734.25,1068,73,120,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
2,3,9,6,0.21,5.9,1.3,30614.33,2788,98,123,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
28,31,46,15,0.86,9.2,3.42,13878.58,9327,98,124,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
24,27,45,18,0.3,2.5,6.47,5874.96,5649,35,65,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
28,30,37,7,0.2,7.7,4.54,6140.16,6396,9,95,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
24,26,44,18,0.83,6.1,3.0,1134.59,775,13,66,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
2,5,7,2,0.34,8.6,4.03,54491.2,4481,83,120,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
24,25,35,10,0.45,8.1,3.02,736.61,635,76,135,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
24,26,44,18,0.23,4.0,2.91,3309.18,3363,145,191,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
3,5,18,13,0.39,7.2,4.49,134197.27,7314,36,81,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
4,5,8,3,0.86,0.8,4.88,31463.39,1864,38,94,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,6,17,11,0.38,9.3,1.84,71224.56,3910,83,120,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
28,29,38,9,0.55,2.0,2.3,7572.69,6107,9,95,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
12,14,17,3,0.83,3.4,4.52,5628.35,5592,37,104,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,20,29,9,0.87,8.7,2.18,6983.33,6224,136,152,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
24,26,35,9,0.62,2.6,6.63,8273.66,6384,68,136,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
24,25,35,10,0.86,8.1,3.89,7939.97,5336,16,65,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
3,6,13,7,0.34,6.3,3.8,119942.33,6781,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,25,40,15,0.36,9.4,3.24,1305.6,1200,35,65,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
28,29,41,12,0.34,0.5,2.62,1546.9,1443,26,101,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
7,10,13,3,0.54,3.3,0.21,7631.47,9010,10,92,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24,26,43,17,0.59,3.7,3.91,4254.83,3345,82,142,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
28,31,42,11,0.66,7.2,4.15,5043.74,3798,61,148,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
12,14,15,1,0.56,4.4,1.65,4688.11,5464,123,193,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
28,31,43,12,0.8,1.9,3.57,4154.4,2885,49,95,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
18,21,22,1,0.79,1.4,3.87,4730.53,4805,131,198,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
28,30,38,8,0.5,1.2,3.18,8870.4,4928,98,124,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12,13,18,5,0.3,1.0,3.01,2625.48,2448,37,104,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
28,29,47,18,0.37,7.9,4.23,5130.38,4681,39,87,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
35,37,38,1,0.89,2.3,7.76,8142.41,7833,19,84,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
18,20,24,4,0.36,2.0,3.19,5992.98,8012,131,198,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
7,8,13,5,0.45,6.0,2.94,660.33,828,83,120,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3,6,21,15,0.5,9.1,0.97,162498.6,8207,101,138,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
12,13,18,5,0.54,1.5,1.98,6828.51,8062,37,104,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
18,19,27,8,0.79,5.5,5.24,5676.08,5285,131,198,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
7,8,10,2,0.29,3.3,4.28,1574.39,2219,38,90,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
24,27,33,6,0.15,8.6,4.5,3499.68,3804,90,142,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
28,31,41,10,0.15,7.8,2.54,9102.48,9894,61,148,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
24,25,40,15,0.51,0.5,3.99,13731.34,7578,90,142,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
18,19,25,6,0.87,2.9,4.97,2979.57,2897,136,152,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
28,31,45,14,0.49,6.0,5.3,9690.96,8130,98,124,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24,25,34,9,0.48,8.1,3.83,8795.94,7429,145,191,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
28,30,45,15,0.18,0.8,3.94,3853.41,4082,76,125,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7,8,16,8,0.42,9.8,2.95,1868.44,2193,83,120,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3,6,13,7,0.25,4.6,2.74,55473.0,3362,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
35,36,42,6,0.48,0.2,4.51,6145.7,7550,19,84,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
28,29,43,14,0.78,6.4,4.4,8219.33,5772,49,88,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
28,31,42,11,0.14,2.8,2.86,2541.74,2787,26,101,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
18,19,22,3,0.1,1.8,4.25,8508.72,9376,131,198,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
28,31,40,9,0.64,3.8,3.49,9110.53,6944,100,125,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
2,3,7,4,0.68,3.7,3.38,127304.1,8350,98,123,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
2,3,10,7,0.18,1.2,5.51,10443.71,894,31,98,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
28,30,40,10,0.58,6.9,2.2,9300.51,7358,26,101,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
35,37,42,5,0.34,4.6,2.83,74.44,101,12,90,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,19,24,5,0.65,8.2,4.02,285.87,315,131,198,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
12,14,16,2,0.46,9.0,1.32,5092.63,6342,37,104,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
2,5,10,5,0.19,3.3,3.08,17365.19,1608,98,123,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
12,14,17,3,0.64,3.7,2.83,838.86,930,37,104,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,19,24,5,0.84,3.7,3.33,6843.7,6199,69,144,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
12,13,19,6,0.22,5.7,3.63,4448.73,6630,123,193,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18,19,23,4,0.59,4.7,2.83,2143.4,1634,69,144,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
24,27,35,8,0.28,3.6,3.11,9683.97,9457,16,65,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
28,31,40,9,0.21,1.2,2.55,8192.18,8463,100,125,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
24,26,35,9,0.78,0.5,1.97,9123.57,6407,35,65,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
18,19,27,8,0.17,4.4,4.95,8496.65,8069,69,144,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
7,10,11,1,0.18,6.4,3.68,4831.81,7445,71,112,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
18,19,23,4,0.38,10.0,3.96,2592.74,3416,136,152,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
3,4,21,17,0.44,3.9,3.05,171224.06,9008,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,26,35,9,0.45,4.6,4.13,4613.31,3977,82,142,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
7,9,11,2,0.37,1.3,2.6,3261.91,4329,30,92,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
24,26,43,17,0.77,9.2,4.4,434.7,307,2,64,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
24,25,41,16,0.14,4.8,3.4,1663.49,1824,16,65,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
7,8,13,5,0.19,6.5,1.76,4209.74,4288,30,92,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
3,6,18,12,0.88,9.1,5.0,99040.66,3991,101,138,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
24,26,35,9,0.37,5.4,4.12,12068.62,7341,13,66,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
28,30,42,12,0.72,5.0,5.02,19713.26,9551,115,176,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
7,9,13,4,0.62,6.1,1.79,3166.78,3258,10,92,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
28,29,39,10,0.5,1.6,3.23,296.4,247,98,124,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
35,38,40,2,0.34,7.8,3.1,471.68,640,19,84,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
35,36,39,3,0.66,6.7,3.96,1956.56,2143,115,194,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
3,6,24,18,0.7,5.8,4.83,69160.08,3082,36,81,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
7,10,11,1,0.67,2.8,4.79,2632.42,2866,38,94,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
