Order_ID,Order_Date,Origin_City,Destination_City,Base_Lead_Time_Days,Scheduled_Lead_Time_Days,Actual_Lead_Time_Days,Delay_Days,Geopolitical_Risk_Index,Weather_Severity_Index,Inflation_Rate_Pct,Shipping_Cost_USD,Order_Weight_Kg,Route_Type_Atlantic,Route_Type_Commodity,Route_Type_Intra-Asia,Route_Type_Pacific,Route_Type_Suez,Transportation_Mode_Air,Transportation_Mode_Sea,Product_Category_Auto Parts,Product_Category_Consumer Electronics,Product_Category_Perishable Foods,Product_Category_Pharmaceuticals,Product_Category_Raw Materials,Product_Category_Semiconductors,Product_Category_Textiles,Delivery_Status_Late,Delivery_Status_On Time,Disruption_Event_Geopolitical Conflict (Route Diversion),Disruption_Event_Port Congestion,Disruption_Event_Severe Weather (Typhoon/Storm),Mitigation_Action_Taken_Expedited Air Freight,Mitigation_Action_Taken_Re-routing,Mitigation_Action_Taken_Standard Shipping
ORD-678C374A,2025-10-23,"Mumbai, IN","Felixstowe, UK",24,25,38,13,0.38,5.2,2.38,2856.05,2587,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-80A1ECA6,2025-03-03,"Tokyo, JP","Singapore, SG",7,10,13,3,0.52,5.0,2.16,7942.0,9500,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-D404C218,2024-10-03,"Shenzhen, CN","Rotterdam, NL",28,29,45,16,0.8,1.3,3.71,5096.16,3539,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-30316E98,2025-05-21,"Shenzhen, CN","Rotterdam, NL",28,31,47,16,0.6,8.5,3.31,5484.8,4285,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-28C7137B,2024-07-29,"Shenzhen, CN","Rotterdam, NL",28,30,41,11,0.74,0.4,2.45,12999.89,9339,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-8DC2C022,2025-08-14,"Shenzhen, CN","Rotterdam, NL",28,31,45,14,0.21,4.3,3.79,7112.86,7348,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-F4CCBC24,2024-09-13,"Shenzhen, CN","Rotterdam, NL",28,31,47,16,0.62,4.0,4.86,11152.08,8605,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-55BB6CEA,2024-01-17,"Mumbai, IN","Felixstowe, UK",24,27,45,18,0.49,6.7,4.94,5830.08,4891,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-E4D96AC9,2025-09-09,"Tokyo, JP","Singapore, SG",7,8,17,9,0.32,4.8,4.46,5262.84,6645,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-9466BEF1,2025-05-01,"Mumbai, IN","Felixstowe, UK",24,25,41,16,0.76,3.8,4.6,10741.63,7629,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-43D29C57,2025-08-23,"Tokyo, JP","Singapore, SG",7,10,16,6,0.25,9.4,5.09,6808.5,9078,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
ORD-9605F93C,2024-03-18,"Santos, BR","Shanghai, CN",35,38,41,3,0.67,7.8,3.83,10869.06,7889,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-69D51A22,2024-12-28,"Shanghai, CN","Los Angeles, US",18,20,24,4,0.77,7.5,4.34,2452.25,2519,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-D657280A,2025-07-09,"Tokyo, JP","Singapore, SG",2,4,8,4,0.41,1.4,3.1,2275.31,163,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
ORD-E4D1A9B4,2024-08-01,"Shanghai, CN","Los Angeles, US",18,21,27,6,0.5,4.6,2.83,1062.0,1180,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
ORD-6D488A39,2025-05-28,"Mumbai, IN","Felixstowe, UK",24,27,37,10,0.72,0.7,4.31,6891.01,5008,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-211E7F83,2025-10-16,"Santos, BR","Shanghai, CN",35,37,38,1,0.63,4.2,4.83,1611.91,1798,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-2360B95A,2024-02-01,"Mumbai, IN","Felixstowe, UK",3,5,15,10,0.73,3.0,4.76,82369.46,3607,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-26C2B4AA,2024-01-20,"Santos, BR","Shanghai, CN",4,7,10,3,0.85,9.7,4.11,165285.25,9845,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
ORD-3A2ED0ED,2024-07-19,"Shanghai, CN","Los Angeles, US",18,19,25,6,0.46,1.3,4.72,3009.94,3436,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-B372628D,2025-08-12,"Mumbai, IN","Felixstowe, UK",24,27,38,11,0.85,5.8,4.84,3759.2,2540,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-D8FC8CC2,2024-11-09,"Hamburg, DE","New York, US",2,4,5,1,0.3,7.2,3.91,87478.46,7415,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-3AEBDB0B,2024-08-27,"Tokyo, JP","Singapore, SG",7,9,15,6,0.51,5.5,4.95,5407.92,5969,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-3B807D3C,2024-06-21,"Shenzhen, CN","Rotterdam, NL",3,5,13,8,0.14,6.0,2.88,103966.63,6909,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-D3950875,2025-09-27,"Mumbai, IN","Felixstowe, UK",3,6,16,10,0.42,4.6,1.16,148302.53,7912,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-9DA247F7,2024-02-23,"Tokyo, JP","Singapore, SG",7,10,11,1,0.26,9.9,1.92,2559.25,3693,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-2352D3B7,2025-05-19,"Shenzhen, CN","Rotterdam, NL",28,29,47,18,0.24,4.4,2.6,1274.72,1285,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-751A5C44,2025-05-31,"Santos, BR","Shanghai, CN",35,37,38,1,0.88,3.9,3.5,3458.73,3345,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-568F47DD,2025-10-31,"Tokyo, JP","Singapore, SG",7,10,10,0,0.6,8.4,3.71,3077.36,3497,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1
ORD-752E45A5,2025-01-17,"Mumbai, IN","Felixstowe, UK",24,25,43,18,0.78,3.0,4.07,10510.54,7381,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-FC642F95,2025-11-10,"Santos, BR","Shanghai, CN",35,37,40,3,0.29,7.0,2.58,1609.15,2268,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-0BD41485,2024-08-01,"Shanghai, CN","Los Angeles, US",18,19,26,7,0.31,8.5,4.25,7043.34,8961,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
ORD-151FB70E,2025-08-28,"Shanghai, CN","Los Angeles, US",18,20,28,8,0.66,6.3,2.5,8073.58,8106,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
ORD-58881919,2024-04-19,"Tokyo, JP","Singapore, SG",2,5,5,0,0.24,0.6,3.07,82405.72,7323,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
ORD-66B341B2,2024-11-03,"Mumbai, IN","Felixstowe, UK",24,25,43,18,0.57,1.2,3.19,17368.58,9219,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-AC115E2C,2025-07-21,"Shenzhen, CN","Rotterdam, NL",3,5,21,16,0.35,0.3,1.72,104924.16,5888,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-BCDFE301,2024-05-01,"Mumbai, IN","Felixstowe, UK",3,6,16,10,0.29,1.1,4.05,82568.76,4849,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-F034BC7F,2025-04-03,"Mumbai, IN","Felixstowe, UK",3,4,19,15,0.41,7.6,4.37,145080.53,7795,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-A32F7481,2024-03-13,"Hamburg, DE","New York, US",12,14,19,5,0.51,5.8,4.17,2866.89,3452,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-DC50E424,2024-07-09,"Shenzhen, CN","Rotterdam, NL",28,29,44,15,0.73,1.6,3.45,7117.9,5143,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-69C00305,2025-01-22,"Tokyo, JP","Singapore, SG",7,9,11,2,0.82,1.1,2.96,5632.63,5627,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-86171B32,2025-07-17,"Mumbai, IN","Felixstowe, UK",24,27,38,11,0.39,6.8,3.1,14611.68,8760,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-7F2BE8BC,2024-10-12,"Mumbai, IN","Felixstowe, UK",24,25,36,11,0.83,0.2,4.36,10291.92,7030,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-741EFED0,2024-06-14,"Mumbai, IN","Felixstowe, UK",24,27,36,9,0.12,2.2,1.89,2595.71,2897,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-82DEEF83,2025-05-06,"Mumbai, IN","Felixstowe, UK",24,25,41,16,0.48,0.4,3.51,5135.01,4337,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-8D64A249,2025-11-16,"Mumbai, IN","Felixstowe, UK",24,25,39,14,0.63,1.1,4.21,11350.02,8704,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-C80DE717,2024-04-02,"Shenzhen, CN","Rotterdam, NL",28,31,45,14,0.6,4.1,3.84,10497.28,8201,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-AE2D02E3,2024-03-05,"Shanghai, CN","Los Angeles, US",18,20,23,3,0.8,9.8,1.27,8685.27,8773,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-899BE640,2025-12-02,"Shenzhen, CN","Rotterdam, NL",3,4,13,9,0.54,8.5,2.12,63525.0,3125,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-C828902E,2025-12-13,"Hamburg, DE","New York, US",2,5,8,3,0.71,2.8,3.29,21818.66,1406,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-10261A56,2025-07-31,"Tokyo, JP","Singapore, SG",2,4,8,4,0.41,4.0,2.88,107554.09,7705,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0
ORD-B0CEC33B,2024-10-13,"Shenzhen, CN","Rotterdam, NL",28,30,42,12,0.73,9.3,4.31,11750.16,8490,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-123D01B7,2025-11-22,"Mumbai, IN","Felixstowe, UK",24,26,34,8,0.15,7.8,3.45,13089.31,9485,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-8F49EB87,2024-08-03,"Shanghai, CN","Los Angeles, US",18,19,24,5,0.56,8.9,5.77,5655.31,6042,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-16870EE5,2024-10-05,"Mumbai, IN","Felixstowe, UK",24,26,38,12,0.34,2.4,3.83,4927.98,4597,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-1AC75781,2025-01-17,"Hamburg, DE","New York, US",12,13,17,4,0.55,7.3,3.71,4883.12,5728,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-787DA563,2024-04-24,"Shanghai, CN","Los Angeles, US",18,19,21,2,0.73,8.0,2.48,8875.59,9328,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-46C4B365,2025-02-18,"Hamburg, DE","New York, US",2,4,5,1,0.42,7.8,5.22,27048.76,2099,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
ORD-0FA79669,2024-03-20,"Tokyo, JP","Singapore, SG",7,9,13,4,0.27,4.0,1.44,3969.57,5683,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-8D71A3D5,2024-03-06,"Hamburg, DE","New York, US",2,4,8,4,0.57,1.1,2.54,102113.62,7167,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
ORD-CEE99CC3,2025-04-06,"Mumbai, IN","Felixstowe, UK",3,5,15,10,0.9,9.5,2.62,114665.76,4572,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-8C454BF7,2024-02-27,"Hamburg, DE","New York, US",12,15,18,3,0.71,7.1,3.62,6397.28,6802,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-8F0F8119,2024-12-20,"Shanghai, CN","Los Angeles, US",18,21,21,0,0.7,6.4,4.72,3005.09,3214,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
ORD-37D292EE,2025-03-17,"Shenzhen, CN","Rotterdam, NL",3,5,13,8,0.33,7.0,2.71,61007.09,3475,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-CDB93DD6,2024-02-28,"Tokyo, JP","Singapore, SG",7,10,14,4,0.59,9.8,3.67,1775.24,2030,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-E113B3CB,2024-09-20,"Shenzhen, CN","Rotterdam, NL",28,29,43,14,0.75,3.6,4.24,10985.79,7847,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-562B614C,2025-01-03,"Mumbai, IN","Felixstowe, UK",24,26,42,16,0.19,3.1,3.62,2857.44,2001,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-35EBA634,2024-11-09,"Shanghai, CN","Los Angeles, US",18,20,22,2,0.45,6.9,3.55,4270.62,5355,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-94F951D5,2024-07-07,"Tokyo, JP","Singapore, SG",7,10,13,3,0.46,2.6,2.48,5529.31,6312,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-D1C6B15D,2024-09-03,"Mumbai, IN","Felixstowe, UK",24,25,40,15,0.47,8.3,3.24,3806.72,3237,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-A9E1E1DB,2024-10-04,"Shanghai, CN","Los Angeles, US",18,19,23,4,0.29,4.7,3.04,5882.46,8291,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-FC54F1F8,2024-05-12,"Tokyo, JP","Singapore, SG",2,3,11,8,0.32,7.0,4.36,100503.81,8390,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-90479033,2025-02-18,"Mumbai, IN","Felixstowe, UK",24,25,39,14,0.87,7.6,3.43,204.94,137,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-F0DF2511,2024-01-08,"Shenzhen, CN","Rotterdam, NL",28,31,43,12,0.55,3.3,4.13,6048.72,3252,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-33D3E3D6,2024-02-12,"Tokyo, JP","Singapore, SG",7,10,12,2,0.64,8.8,3.09,4188.89,4644,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-CA32D520,2024-05-14,"Santos, BR","Shanghai, CN",4,7,11,4,0.58,0.6,4.89,65225.84,4549,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-6F0ABEE0,2024-07-28,"Shenzhen, CN","Rotterdam, NL",28,29,38,9,0.38,8.9,4.77,8425.73,7632,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
ORD-A48BECE5,2025-05-08,"Shenzhen, CN","Rotterdam, NL",28,30,43,13,0.52,4.0,3.22,10542.72,8670,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-4B9C18D1,2025-09-18,"Mumbai, IN","Felixstowe, UK",24,27,40,13,0.88,2.5,1.83,11809.41,7852,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-563E448B,2025-07-10,"Shanghai, CN","Los Angeles, US",18,19,24,5,0.69,0.4,2.7,6392.26,6304,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-CC1311B6,2024-06-10,"Mumbai, IN","Felixstowe, UK",24,25,37,12,0.37,9.6,6.09,5958.96,5437,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-F74686D2,2025-04-01,"Santos, BR","Shanghai, CN",35,37,39,2,0.61,7.7,2.11,3038.14,3431,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-5A6E32CE,2024-07-06,"Shanghai, CN","Los Angeles, US",18,20,23,3,0.84,7.9,1.85,7339.39,6648,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
ORD-FBC79A45,2024-03-11,"Santos, BR","Shanghai, CN",4,7,10,3,0.73,4.1,3.88,7143.38,455,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-B601A4E0,2024-10-29,"Santos, BR","Shanghai, CN",35,38,39,1,0.56,2.2,3.44,3156.58,3679,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-92983D3F,2025-03-10,"Mumbai, IN","Felixstowe, UK",24,26,38,12,0.48,9.8,4.47,1611.42,1361,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-6AF8A4FD,2025-05-19,"Santos, BR","Shanghai, CN",4,7,9,2,0.61,5.0,3.36,79628.59,5450,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-31784951,2024-05-19,"Shenzhen, CN","Rotterdam, NL",28,29,45,16,0.4,9.7,4.18,11239.2,6690,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-E78321F3,2025-01-22,"Tokyo, JP","Singapore, SG",7,9,9,0,0.29,4.5,5.64,6918.7,6501,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
ORD-897687DC,2025-06-08,"Hamburg, DE","New York, US",12,13,18,5,0.62,6.4,4.01,1234.04,1385,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-C6E14EBF,2025-11-15,"Mumbai, IN","Felixstowe, UK",24,25,39,14,0.42,4.2,4.91,14673.14,8611,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0
ORD-D4A0A125,2024-01-26,"Mumbai, IN","Felixstowe, UK",24,27,41,14,0.75,4.4,5.58,2764.99,1975,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-4B6D96ED,2024-07-10,"Santos, BR","Shanghai, CN",35,36,42,6,0.85,9.2,2.55,8033.17,7895,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-CD8B06C8,2024-02-25,"Mumbai, IN","Felixstowe, UK",24,27,35,8,0.7,2.4,3.09,8682.24,6384,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-ADA59628,2024-04-29,"Hamburg, DE","New York, US",2,4,7,3,0.63,2.0,2.88,119447.43,8075,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-B9A7C9E8,2024-10-26,"Shanghai, CN","Los Angeles, US",18,21,23,2,0.69,6.3,6.65,9112.82,9804,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-6D48AF20,2024-03-18,"Shenzhen, CN","Rotterdam, NL",3,5,18,13,0.2,3.0,5.28,150717.6,9515,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-27A7FC77,2025-09-23,"Tokyo, JP","Singapore, SG",7,9,14,5,0.31,4.5,5.07,1041.46,1325,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
ORD-01470266,2024-08-21,"Shanghai, CN","Los Angeles, US",18,19,27,8,0.45,6.2,3.35,725.58,834,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-05A60AF8,2025-05-01,"Shanghai, CN","Los Angeles, US",2,5,5,0,0.66,2.7,2.6,72595.83,4819,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
ORD-88BB82FB,2024-08-21,"Shanghai, CN","Los Angeles, US",18,19,23,4,0.57,6.4,3.64,10153.82,7186,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
ORD-CE1B5D69,2024-03-22,"Mumbai, IN","Felixstowe, UK",24,27,37,10,0.8,3.8,4.39,149.76,104,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-2DCF9649,2024-11-12,"Mumbai, IN","Felixstowe, UK",24,27,34,7,0.21,4.9,2.57,3311.52,3421,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-11F0EE59,2024-09-12,"Mumbai, IN","Felixstowe, UK",24,26,43,17,0.58,9.7,3.79,10687.12,8455,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
ORD-71F99A5F,2025-09-16,"Tokyo, JP","Singapore, SG",7,9,11,2,0.9,0.8,4.01,1574.34,1381,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
ORD-7E71330B,2024-06-13,"Hamburg, DE","New York, US",12,15,17,2,0.64,5.6,2.01,7134.82,7910,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-BA6E7888,2025-03-05,"Mumbai, IN","Felixstowe, UK",24,26,44,18,0.23,5.1,5.12,7479.38,7601,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-17B4C73C,2024-12-20,"Mumbai, IN","Felixstowe, UK",24,26,43,17,0.56,0.9,2.47,10762.75,8624,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-499226AD,2025-07-27,"Mumbai, IN","Felixstowe, UK",24,26,36,10,0.83,6.0,1.68,8034.43,5488,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-0B284F78,2024-08-22,"Tokyo, JP","Singapore, SG",7,8,17,9,0.58,2.4,5.31,3750.29,3956,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-3A08E980,2025-10-10,"Shenzhen, CN","Rotterdam, NL",28,31,47,16,0.59,8.8,2.79,9369.55,7366,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
ORD-E1AC2374,2025-04-02,"Shanghai, CN","Los Angeles, US",18,19,22,3,0.77,4.4,2.23,1865.23,1916,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
ORD-571113B7,2025-08-03,"Shanghai, CN","Los Angeles, US",18,20,26,6,0.16,0.3,4.89,3816.86,5484,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
ORD-734C6AF3,2025-11-05,"Shanghai, CN","Los Angeles, US",18,19,24,5,0.22,4.6,1.03,1337.97,1994,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
ORD-A1DAE8B2,2024-03-22,"Shanghai, CN","Los Angeles, US",18,21,21,0,0.44,2.7,2.51,1373.33,1734,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
ORD-974084CF,2025-05-11,"Hamburg, DE","New York, US",12,15,16,1,0.57,8.3,3.12,3996.28,4628,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
ORD-37000B96,2024-09-09,"Mumbai, IN","Felixstowe, UK",3,5,17,12,0.22,3.2,1.83,14107.1,876,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-2F250C5B,2024-03-25,"Tokyo, JP","Singapore, SG",7,8,12,4,0.79,3.2,1.59,4892.48,3313,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-84A586DA,2025-09-30,"Hamburg, DE","New York, US",2,5,7,2,0.43,2.7,1.9,82652.1,6369,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
ORD-272D32FA,2024-05-31,"Tokyo, JP","Singapore, SG",2,3,5,2,0.66,9.2,2.54,142781.33,9478,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
ORD-2C84DFEB,2025-11-12,"Mumbai, IN","Felixstowe, UK",3,4,13,9,0.17,8.9,4.44,52169.83,3378,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
ORD-7930FEFC,2025-09-14,"Shenzhen, CN","Rotterdam, NL",28,29,40,11,0.43,3.6,1.86,4803.65,4199,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
ORD-792F2A8F,2025-01-15,"Shanghai, CN","Los Angeles, US",18,19,22,3,0.4,3.7,7.13,6151.53,7989,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
ORD-2A1197B6,2025-03-06,"Mumbai, IN","Felixstowe, UK",3,6,21,15,0.74,8.6,3.79,9026.42,393,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
